StatLevel/internal05,"老陽"
Story/D_2_2_6_2_003,"上官小娘子的禮物太大件，有一整個隊伍， 只好委屈各位，小人立馬為各位大俠重新安排座位，得罪勿怪。"
Story/D_2_2_6_2_002,"憑什麼？老子就坐定這了，偏不走。"
Story/D_2_2_6_2_001,"得罪了，各位大俠，麻煩讓讓，這桌須得先撤掉。"
Story/N_2_2_6_2_001,"就在氣氛逐漸活絡起來，越來越多中小門派出聲表態之際。 忽有一名家丁急入。"
Story/N_2_2_6_1_008,"你心中備感不平，滿腔怨憤。"
Story/T_2_2_6_1_013,"這……我在唐門待了這麼久都未得傳授， 萬一別派門人留學完，比我這個外姓弟子還懂唐門武功，我情何以堪？"
Story/N_2_2_6_1_007,"你心懷期望，躍躍欲試。"
Story/T_2_2_6_1_012,"這麼多別派的弟子來唐門留學，掌門總不能吝嗇都不教個一招半式吧？ 到時我便趁機偷學幾手，說不定還有機會轉正入室！"
Story/D_2_2_6_1_055,"如今又有唐門加入，我南宮世家自然也不落人後啦！"
Story/D_2_2_6_1_054,"愚蠢。"
Story/D_2_2_6_1_053,"我……支持。"
Story/T_2_2_6_1_011,"我得振作點，差點去問了趙師弟的意見。 問誰都好，偏生問他最不公平，我再怎麼樣也無法如此厚顏啊。"
Story/D_2_2_6_1_052,"三師兄，答應吧，快答應吧，那可是黃金千兩。 就算各派均分，也是好大一筆錢，別忘了咱們還負債，務實點！"
Story/D_2_2_6_1_051,"說得對，我真是糊塗了。"
Story/D_2_2_6_1_050,"小師妹懂什麼，掌門是問你，別推卸予旁人。"
Story/D_2_2_6_1_049,"小、小師妹，妳說呢？"
Story/T_2_2_6_1_010,"南宮老太爺慈悲為懷，此事起意是好，本門得了贊助，也可緩解家計壓力。 但本門的武功向來不外傳，難道要將別派弟子當外姓弟子看待？"
Story/D_2_2_6_1_048,"……。"
Story/D_2_2_6_1_047,"你──哼！三師弟，你說呢。"
Story/D_2_2_6_1_046,"那我便支持吧。"
Story/D_2_2_6_1_045,"那自然有不令我們提早知情的道理──我反對此事。"
Story/D_2_2_6_1_044,"確是掌門字跡，與掌門印鑑，怎麼事前不知會我們一聲？"
Story/D_2_2_6_1_043,"唐賢兄們，信件在此。"
Story/D_2_2_6_1_042,"唐門的諸位賢侄，此事老朽和你家掌門書信交代過的。 貴派掌門的意思是，交大弟子、二弟子、三弟子共同定奪。深兒。"
Story/T_2_2_6_1_009,"尹志平，這奸惡狡詐的偽君子不過是看我和鄒胖子答應， 眼見勢成才趕緊表態的，哪裡安什麼好心了？一看就不是好人。"
Story/D_2_2_6_1_041,"別客氣，其實您老說的這事，全真教一直都在做的。 聽到有志同道合的前輩登高發起，亦教晚輩振奮不已。"
Story/D_2_2_6_1_040,"太好了，太好了，有全真教支持，此事必定能成。 老朽代後世子孫，多謝尹道長的慈悲。"
Story/D_2_2_6_1_039,"老壽星，貧道代表不在此處的恩師說一句：全真派也願意支持。"
Story/D_2_2_6_1_038,"這……說得也是，那鄒某只得承您好意了。"
Story/D_2_2_6_1_037,"鄒道長切莫推辭，老朽知你不希罕黃白之物。 但辦這件事，給各門各派都難免會添些負擔，說是補償有點不大好， 就說是贊助、補助吧，你想，好些道觀也該修繕一下了是吧？"
Story/T_2_2_6_1_008,"賊道士，要你多嘴充好人裝慷慨！"
Story/D_2_2_6_1_036,"老壽星，此事算上青城派一份，金銀呢，也大可不必。 這是件大大的好事，行善積德，何樂不為。"
Story/T_2_2_6_1_007,"南宮老爺子這事還真是匪夷所思。 老道很難看好，但起意確是宅心仁善、悲天憫人。 縱使心知難成，我又怎可不表示呢？"
Story/D_2_2_6_1_035,"老壽爺有此美意，本仙君便代崆峒派四門掌門，答應了此事！"
Story/T_2_2_6_1_006,"黃金千兩？這個買賣很值呀。 反正半年為限，我若不傳厲害功夫，別派也佔不了我崆峒派的便宜。 最多打發到鐵拳門去，叫那些別派弟子為本派做苦力也不虧。"
Story/D_2_2_6_1_034,"南宮世家願出黃金千兩，鼓勵各派交換弟子。 願意共襄盛舉的各派掌門、長老，還請搭個腔，莫讓老兒自己鬧騰！"
Story/N_2_2_6_1_006,"南宮老太爺一席話，太過驚世駭俗，驚得在場眾人均目瞪口呆。"
Story/D_2_2_6_1_033,"你派出去的弟子能兼得別派武學，算得上半個弟子。 將來那弟子有了成就，那是兩派都臉上有光的好事。 倘若兩派將來有嫌隙，這弟子也可做橋樑居中調和，豈不美哉？"
Story/D_2_2_6_1_032,"說是留學見習，其實也是各派交流的契機。 這一次便以半年為限，讓咱們試試水溫。"
Story/D_2_2_6_1_031,"──老朽的辦法便是，讓各派交換弟子，留學見習！"
Story/D_2_2_6_1_030,"老朽也知道，要一舉消除門戶之見，那是癡人說夢。 各門各派的基業在那，誰能輕易放手？ 所以老朽的心願，就只是想為這事起個頭而已。"
Story/N_2_2_6_1_005,"聽老壽星一席話說得情真意切，你們唐門一行人也感動不已。 你也暫時忘記了自己在唐門被呼來喝去拼命使喚的事實。"
Story/D_2_2_6_1_029,"唐門這一點胸襟，老朽自問還是難免循私，很難做到。 對唐門諸俠，那是真正的敬佩。"
Story/D_2_2_6_1_028,"在這一點上，我南宮世代交好，同為三大世家的唐門，便是一個可敬的例子。 無論你來自哪裡，無論你男女老幼姓啥名誰，入了唐門都是一家人。"
Story/D_2_2_6_1_027,"但教我中原各派不以意氣相爭，那極樂教、泥教，甚至金人又何足懼哉？ 江湖中殺傷最多人的，不是外敵，而是自己人跟自己人的紛歧呀。"
Story/D_2_2_6_1_026,"老朽常想，倘若武林中並無門戶成別，所有人都是兄弟姊妹， 不分宗派、不分彼此，如此一來非但互相爭鬥可免， 外敵來侮時，也能摒棄成見，迅速集結，共同禦敵。"
Story/D_2_2_6_1_025,"各位年輕俠士，想要建立功績，揚名立萬的心意急切，老朽明白。 但老朽的心願，卻非一味打殺，而是『團結』二字。"
Story/T_2_2_6_1_005,"這幫人戾氣真重，除魔衛道是好， 但直接殺上人家老家，未免有點兒過份，何況又是在壽宴上喊打喊殺。 莫非南宮老太爺，當真希望風波再起，血流成河嗎？"
Story/O_2_2_6_1_002,"這樣是不是太偏激了"
Story/N_2_2_6_1_004,"你被群眾氣氛沾染，熱血沸騰，心潮澎湃，只想大展拳腳， 在江湖故事中佔得小小篇幅，於願足矣。"
Story/D_2_2_6_1_024,"殺上六道峽！為武林除害！"
Story/O_2_2_6_1_001,"殺上六道峽！砍他全家！"
Story/D_2_2_6_1_023,"願為江湖和平除害！殺上六道峽！為老壽星完滿心願！"
Story/D_2_2_6_1_022,"正是！萬不可再縱容魔教壯大！ 殺上六道峽！殺光魔教的徒子徒孫！ 為老壽星完滿心願！大家說好不好啊！"
Story/D_2_2_6_1_021,"那各位說說。 泥教若真不是個好東西，冷眼看它日漸勢大， 豈不是重蹈昔年覆轍嗎？"
Story/D_2_2_6_1_020,"就是！更別提那六道法王，身份詭秘，行事乖張。 全不按武林規矩，與我們中原正道，那是勢不兩立！"
Story/D_2_2_6_1_019,"那當然是邪教，是魔教！ 教人全身浸泡在泥巴裡，又教人誦邪經，怎麼不是魔教了！"
Story/D_2_2_6_1_018,"泥教究竟是正是邪，老朽不敢說……"
Story/D_2_2_6_1_017,"極樂教一役，尤以嵩山、唐門兩派死傷最重。 極樂教覆滅，然則殷鑑未遠，江湖又出了一個泥教。"
Story/D_2_2_6_1_016,"當年若非嵩山寺的高僧捐軀衛道，喚醒各派俠心， 龍少俠又豈能單靠『武功高強』四字令各派膺服，遑論領袖群雄？"
Story/D_2_2_6_1_015,"要老朽說，那就是因為我輩中原武林人一盤散沙的緣故。 中原各派，門戶之見過深，動輒起干戈，自相殘殺。 若是我們團結一致，那極樂教焉能動搖我江湖根本？"
Story/N_2_2_6_1_003,"南宮橫的目光從左至右，從右至左掃過一遍。"
Story/D_2_2_6_1_014,"其實魔教這種東西，每朝每代都會有，從來沒在江湖上缺席過。 可那極樂教又憑什麼，偏能夠長驅直入，直搗中原腹地呢？"
Story/D_2_2_6_1_013,"逼退便是逼退了，若非力竭，那魔頭焉肯善罷干休？ 終是為武林除了這個大禍害，何愧之有？"
Story/T_2_2_6_1_004,"在那之後，我那好師弟便因自責，性情益發暴戾，終至道心蕩然無存。 最終……最終也踏入了邪道，成為現今人人談而色變的泥教地獄道法王。"
Story/D_2_2_6_1_012,"老壽星，您記錯啦，咱們青城派……是輸的。 辜負天下俠士，慚愧至極。"
Story/D_2_2_6_1_011,"這都是堪稱傳奇的偉業。"
Story/D_2_2_6_1_010,"當年武林盟主龍淵龍少俠以龍淵七絕力抗極樂教主； 唐家掌門大俠唐中翎以飛燕流星翎降伏極樂右護法； 青城派以天師劍法逼退極樂左護法。"
Story/T_2_2_6_1_003,"足見當年一役，有多慘烈了。"
Story/T_2_2_6_1_002,"我雖然姓趙，但天下又不是我的，歸誰也與我不相干吧。"
Story/D_2_2_6_1_009,"……。"
Story/D_2_2_6_1_008,"此際官家早已不姓趙了。"
Story/D_2_2_6_1_007,"大宋差一點不是被金人，而是被這群邪魔歪道所滅。 老朽敢說，圍攻極樂教那一役，勝的若非我們這群江湖散人……。"
Story/D_2_2_6_1_006,"西域極樂教，也就是大家所說的舊魔教。 那些令人髮指的惡行，不提也罷，種種惡行，罄竹難書。"
Story/N_2_2_6_1_002,"眾人均知，他所說的乃是舊魔教殲滅戰。 一場真正的武林浩劫，至今二十年過去，倖存者依然餘悸猶存。"
Story/D_2_2_6_1_005,"……。"
Story/D_2_2_6_1_004,"……。"
Story/D_2_2_6_1_003,"……。"
Story/D_2_2_6_1_002,"最後一次武林同盟，也是空前絕後最慘烈的一次。 說來還像不久之前的事，闔上眼，那日的血戰猶然歷歷在目。"
Story/N_2_2_6_1_001,"你回過神來，想起自己是在人家壽宴之上。 能聽老壽星說話說到睡著，你心眼著實不是一般的粗。"
Story/T_2_2_6_1_001,"呵，打飯，得起床打飯……我在哪兒？"
Story/D_2_2_6_1_001,"再來總算要說到正題了，打盹兒的，快都起床吧。"
Story/N_2_2_6_009,"約莫一炷香後，你睡著了。"
Story/T_2_2_6_005,"誰敢真的睡呀，又不是白癡。"
Story/O_2_2_6_002,"恭敬不如從命，打個盹兒先"
Story/D_2_2_6_045,"多謝官爺。"
Story/D_2_2_6_044,"老人家，你可真會為難人。 行吧，本官醉了，什麼都沒聽見，下不為例啊。"
Story/D_2_2_6_043,"在座的也有官府中人，宋官爺，可別去告老朽的狀呀！ 要不然，武林與朝廷第三次決裂，可不是老朽的罪過。"
Story/D_2_2_6_042,"……這便是第二次，江湖人發誓永不再信朝廷的緣故。 老朽敬的是拋頭顱、灑熱血的將士，不是龜縮享福的窩囊朝廷。"
Story/N_2_2_6_008,"在座之中，有些年紀的人都知道這段故事，不禁感慨萬千。 想當年英雄雲集，收復大好河山該是指日可待的事情，怎料世事變幻無常。"
Story/D_2_2_6_041,"後來的事，你們都知道了。 十二道金牌，殺一個忠君愛國的名將。 曾文先生追諫王爺，半途失蹤；紅篷王遁入空門，法號春眠。"
Story/D_2_2_6_040,"當時岳王爺麾下的江湖人，以曾文先生、紅篷王為首， 一個西十三州文盟主，一個東十三州武霸王，分掌文武半邊天，當真好氣概。 咱們隨岳王爺收復失地，一路打打打，鄂州、隨州、襄陽府……。"
Story/D_2_2_6_039,"老朽當時已是青壯少年，躬逢其盛，也加入了曾文先生的帳下。"
Story/D_2_2_6_038,"曾文先生那日在舟裡，也是這般慌張推辭。 只是後來他給岳王爺灌醉了，三杯吐然諾，五嶽倒為輕。 便是為了這個，他爭了個西十三州武林盟主之位，去赴岳王爺的約。"
Story/D_2_2_6_037,"咦，我？在下才疏學淺，何德何能， 與曾文先生那樣的奇人相較？老太爺切莫說笑。"
Story/D_2_2_6_036,"老朽記憶裡的曾文先生，是一位儒雅的世外高人。 留的鬍鬚短短，和今日唐門的唐三俠有點兒神似。"
Story/D_2_2_6_035,"……後來岳王爺橫空出世，請命北伐。 他老人家在江中與武林智囊曾文先生共飲濁酒， 請他出山入世，收復河山。"
Story/D_2_2_6_034,"他奶奶的，這就是江湖人跟朝廷至今不對盤的原因了。 很好，怕金人怕得要命，打自己人打得可狠了。"
Story/D_2_2_6_033,"天下有這麼便宜的事嗎？ 可你若不聽話，朝廷竟然就翻臉，率兵打你。 抄你家，搶你家雞鴨牛羊充做軍糧，搶你家妻女慰勞將士。"
Story/D_2_2_6_032,"汴梁那仗都打了足足兩年，很久沒回家，有些再也回不了家。 好不容易放歸江湖，官家沒了，同盟散了，心氣自也散了。 新官家突然一個聖旨，便要所有人再回去為他趙氏河山送死。"
Story/D_2_2_6_031,"往那奉國軍節度使劉光世麾下會合。 你想啊，武林人士可不領朝廷俸祿，也不謀加官晉爵。 所以齊赴汴梁，本的不過是為國為民的胸懷。"
Story/D_2_2_6_030,"哦，對，就是那廝。"
Story/D_2_2_6_029,"爺爺，是奉國軍節度使劉光世。"
Story/D_2_2_6_028,"深兒，是誰來著？"
Story/D_2_2_6_027,"後來康王……也就是先皇高宗陛下，在應天府稱帝。 有意收編武林人士，遂向老武林盟主下令，要求他整編部隊， 往……往那誰？太久了，有點忘了叫什麼名。"
Story/D_2_2_6_026,"後來欽宗皇帝、徽宗皇帝被擄，汴梁淪陷，見大勢已去， 才向武林同道告罪請辭，解散同盟。"
Story/D_2_2_6_025,"第一次同盟，盟主是俺爺爺南宮智。 他和二位叔公率眾赴汴梁，共禦金兵，那年老朽才巴掌大的娃兒， 每回見了爺爺都覺得很威風，也很嚇人。"
Story/D_2_2_6_024,"老朽一生百載光陰中，武林曾出過三任盟主。 三位都是德才兼備，眾望所歸的人物。"
Story/O_2_2_6_001,"認真聽"
Story/D_2_2_6_023,"老朽這故事可能會又臭又長， 年輕人若沒有耐性的，便打個盹兒， 待會兒重點來了，老朽再叫你們起床。"
Story/D_2_2_6_022,"在座年紀輕點的朋友，可能不知十幾、二十多年前， 江湖中曾出過一件天大的事，致使黑白兩道的武林俠士均死傷慘重。 那事是老朽悠悠百歲人生中，僅有的三次武林總動員。"
Story/N_2_2_6_007,"聽太上家主此言，賓眾方才鬆得一口氣。 雖說江湖是過一天算一天的日子，但抗金卻是八成沒有明天的日子。"
Story/D_2_2_6_021,"不是，不是。 保家衛國的將士固然可敬，但江湖人也有江湖人的道義。 並不是非得動員去抗金，才算得上好漢。"
Story/T_2_2_6_004,"這個是真正的不好笑。"
Story/N_2_2_6_006,"此話一出，賓眾盡皆啞然。"
Story/D_2_2_6_020,"老太爺該不會要我們去抗金吧？哈哈！"
Story/D_2_2_6_019,"這件事說來容易，說難也是極難。 非得天下俠士共襄盛舉才可能辦成。"
Story/D_2_2_6_018,"好，那老朽可就腆著臉說啦。 其實呢，老朽畢生有個心願，窮我一生心血，至今未能辦成。 也不知還有沒有下一個十年，無法可想，才在此說出來與各位參詳。"
Story/D_2_2_6_017,"老太爺但有所命，莫敢不從！"
Story/D_2_2_6_016,"行了，行了，笑話說到這兒，該說下正事了。 其實老朽不才，想趁今日各派有頭臉的人物都在這兒， 厚顏斗膽向天下好漢說個小小心願，就不知各位肯不肯成全。"
Story/D_2_2_6_015,"老朽還指望百年之後，丘真人念在武林同道之誼， 提點老朽一把，莫叫閻王爺捉我去燉湯。"
Story/D_2_2_6_014,"諸位稍安勿躁，別笑話老朽了。 全真教丘真人尚在人間遊歷，未歸仙班。 諸位若真為老朽好，就切勿再妄言，折老朽福份了。"
Story/D_2_2_6_013,"南宮老太爺德高望重，誰不聽您號令？ 這才是真正的大本事呢！"
Story/D_2_2_6_012,"呵呵，南宮老太爺太謙啦！止戈為武，您是武林第一人，實至名歸！"
Story/D_2_2_6_011,"老朽不厲害，但老朽有許多厲害的朋友。"
Story/N_2_2_6_005,"南宮橫張開雙臂。"
Story/D_2_2_6_010,"唯獨一件事，算得上是有點兒成就， 駕鶴西歸時，不至叫祖宗笑話我一事無成。 各位可猜得到是什麼嗎？"
Story/D_2_2_6_009,"老朽馬齒徒長，越來越不中用。 家學武功都還給了祖宗，又時常忘東忘西的。"
Story/T_2_2_6_003,"南宮老太爺這把年紀尚能自我調侃，有點可愛。 雖不是什麼特別好笑的話，卻教人莞爾。"
Story/N_2_2_6_004,"殊不知南宮橫是個真正的老江湖，兩眼昏花云云都是客套。 他年晉耄耋，眼力卻好得沒話說，還會讀唇語。"
Story/T_2_2_6_002,"嗯？那個醜小子似在偷罵老朽，為何？"
Story/N_2_2_6_003,"你仗著大夥都在笑，冷冷的低罵一聲，只當沒人聽見。"
Story/D_2_2_6_008,"……根本不好笑，糟老頭子。"
Story/T_2_2_6_001,"姑且不論好不好笑，南宮老太爺這把年紀尚能自我調侃，確是難得。 我跟著賠笑兩聲，給他捧場，也算敬老尊賢。"
